,Category,Tweet
770,damaged_infrastructure,A year ago the worst storm to hit Coastal Georgia since 1898 devastated the community. It was no picnic. Even though we've cleaned up since #HurricaneMatthew it's definitely changed how everyone here looks at/treats incoming hurricanes. #Savannah #TybeeIsland #TheDemblingWentDownToGeorgia
771,damaged_infrastructure,"Sad day for the Mazda, jackass backed into it ripping off the license plate bracket and scrapping the bumper. So pissed. #fuckedup #poormazda #sadday #babeishurt #mazda #people #are #fuckingstupid #fuckyou #wreckedcar"
772,damaged_infrastructure,"Got stance?😉
#zr1 #C6 #c6corvette #supercharged #corvette #corvettezr1 #chevrolet #wreck #wreckedcar #crash #stance"
773,damaged_infrastructure,"""I photograph to find out what something will look like photographed""
#streetphotography  #wreckedcar #blue #hdrphotography #tone #canonworld #canon"
774,damaged_infrastructure,#kathmandu#nepal#theotherside#nationalgeographic#natgeo#afterearthquake#earthquakenepal
775,damaged_infrastructure,#sandydamage
776,damaged_infrastructure,"#pray for #IRAN
#earthquake #sad #sadness
#music #rock #metal #DC #DustCitizens #citizens in #dust"
777,damaged_infrastructure,"A hole in the breakwater of McQuade safe harbor caused by monster waves north of Duluth, MN.
#Minnesota #onlyinmn #northshore #fall #fallstorm #galesofnovember #galesofoctober #destruction #erosion #waves #breakwater #safeharbor #boatlanding #harbor #lakesuperior #Duluth #geomorphologyrules @duluthnews"
778,damaged_infrastructure,#Sadness#Sadoctober#serradocaramulo#Caramulo#Portugal#Burned#trees##Smoke#Fyre#destruction
779,damaged_infrastructure,"Gempa di mexico.. ngeri vangetttt 😱
.
#earthquake #gempabumi #ngeri #awesome #rubuh #bangunan #people"
780,damaged_infrastructure,Almost eerie #jerseyshore #oceangrove #shore #sandy #hurricane #strongerthanthestorm #boardwalk #broken #hurricanedamage #jersey #shore #sandydamage #rebuild #restoretheshore
781,damaged_infrastructure,Burned Out Car Near Sonoma
782,damaged_infrastructure,#buildingcollapse #rome
783,damaged_infrastructure,Under reconstruction (?) on the beach of Varna... #hotel #hotels #varna #beach #endofsummer #seaside #bulgaria #indecay #ruins #destroyed #destroyedbuilding
784,damaged_infrastructure,"How did they pass someone while upside down?
SMASH THE LIKE BUTTON
FOLLOW @watch_it_break for more INSANE content. -
-
-
-
@watch_it_break #car #carcrash #destruction #crazy #real #insane #break #broken #watchitbreak #fail #failarmy #accident #construction #broken #destructive #fire #burn #explode #explosion #9gag @9gag"
785,damaged_infrastructure,"Yesterday, I got into the worst car accident of my life in St. Petersburg, FL. Amidst all my errors, including driving citations I didn't hurt myself, nor the other driver, and I'm doing fine... Just frazzled. Between the pouring rain all day, breaking traffic surprised me, and as I went for my brakes, they gave out and my car completely locked up at 35MPH. Hydroplaning, I crashed. It was certainly a symbolic and chaotic end to driving for a while. Turns out I had a suspended license, without my knowledge, because of a few stupid mistakes I never took care of in terms of toll bills and timing. Moral of the story is: God gave me another chance to live again, to do things right and the junkyard took my car for $375, enough to break even from my tickets. For now, life is going to be tough and tricky, but the light will shine through like it always does, when the rain stops pouring down. ☔ 🚗 Goodbye, old friend. Count your blessings and stay on top of your driving situations. Don't fall behind on payments, always check your driving status. Be safe out there, the world needs YOU today...AND tomorrow, too. #CarAccident #LuckyToBeAlive #pouringrain #godisgood #secondchances #wreckedcar #countyourblessings #doingthingsrightthistime"
786,damaged_infrastructure,71300 HOMES destroyed in 200 days of war in #Yemen. #UN @UN #HRC30  #YemenCrisis #YemenUnderAttack... http://t.co/tWmU05Y4gW
787,damaged_infrastructure,#toyota #toyotacorolla  #wrecked #wreckedit #wreckedcar #wreckedauto #crash #carcrash #crashed #crashes #accident #accidental #oops #ohfudge #crashedit #impact #crushed #smashed #totaled #totaledit #totalloss
788,damaged_infrastructure,Restore The Shore. #barnegat #barnegatnj #barnegaybay #bay #beach #beachhouse #hurricanesandydamage #sandy #sandydamage #hurricane #hurricanesandy #stormdamage #eastcoast #jerseyshore #jersey_strong #southjersey #southernNJ #restoretheshore #sad #homeless #insta_jersey #bay #atlanticocean
789,damaged_infrastructure,#yesweather #repost #earthquake #iran #sarpolezahab
790,damaged_infrastructure,"😖 Why are some drivers so bad???! Have you witnessed this type of bad driving?
Follow: @paulmaric
.
Vid by Tim of Dash Cams Oz."
791,damaged_infrastructure,W R E C K E D #wrecked #wreckedcar #carstagram #galleriaborbonica #borbonica #oldtimer #photography #canon #canonphotography #canon6d #instagood #photooftheday #napoli #naples #italy #italian
792,damaged_infrastructure,"I woke up with all this feelings and emotions, visions and reflections.... I had a dream someone told me ""there is earthquakes, and more coming and you are sleeping! "" I woke up to the news and for my surprise #iran and #costarica had earthquakes. My prayers go out to all those ppl and the previous countries, love and prayers for only they know they pain and struggle they're experiencing.... we don know when we next, all those we know is coming. Don't take life for granted be thankful for what you got and tell the ones you love how much you loved them! You never know when is the last time you will see them. Remember there is other people all over the world going through worst struggles and pain. Mean while you're alive you have the power to change things and I mean anything or everything , being in the dark and walking through darkness, that is a daily struggle to reach to the light! Honor you light! For that is the fountain of love! Love and blessing to all of you ❤️🌎 #myprayerstotheworld #mothernatureisspeaking #prayerstoiran #prayerstomexico #prayerstocostarica #prayerstoall #love #earthquake #pray #lovetheppl #myprayersarewithyou #earthquakes #soundofsilence #dreams #carastrophic #pain #loss #weareallonefamily #bloodofthegods"
793,damaged_infrastructure,"2009 Sumatra earthquakes #indonesia

The September 2009 Sumatra earthquake Indonesian occurred on September 30 off the coast ofSumatra,
⚠Indonesia with a moment magnitudeof 7.6 ⚠At 17:16:10 local time. ⚠The epicenter was 45 kilometres  west-northwest of Padang, Sumatra, and 220 kilometres  southwest of Pekanbaru, Sumatra. ⚠Government reports have to date confirmed 1,115 dead, 
1,214 severely injured
 and 1,688 slightly injured. The most deaths occurred in the areas of Padang Pariaman (675), Padang(313), Agam (80) and Pariaman (37). ⚠ In addition, around 135,000 houses were severely damaged, 65,000 houses were moderately damaged and 79,000 houses were slightly ⚠damaged.
 An estimated 250,000 families (1,250,000 people) have been affected by the earthquake through the total or partial loss of their homes and livelihoods.
-
#world_incidents #earthquake #damage #disasters #wreckage"
794,damaged_infrastructure,Partial building collapse right near our #NYC HQ. (don't worry--building unoccupied) Photo is our own. #Sandy #HurricaneSandy #Sandydamage #buildingcollapse
795,damaged_infrastructure,Ou yeah! #wrecked #wreckedcar #car
796,damaged_infrastructure,"January 23, 2017 -- I spotted this banged-up #Ford #F150 in a parking lot over the weekend.
Seems like a pretty nasty collision for the entire front wheel assembly to have come off ...
Be careful out there my friends ! B|
#Wheels #crash #carcrash #accident #pittsburgh #truck #collision #bodywork #autobody #bodyshop #gearhead #fenderbender #wreckedcar #wrecked #oops"
797,damaged_infrastructure,"#Iran #EarthQuake
#کردستان #سنندج #قصرشیرین #سرپل_ذهاب #جوانرود
#تبریز #کرمانشاه #لرستان #همدان #شیراز #ایلام #اصفهان #زنجان #قزوین #مرکزی #اردبیل #کرند #ثلاث #اسلام_آباد #اسلام_آباد_غرب #ریجاب #دالاهو #ازگله
#زلزله #مردم #ایران"
798,damaged_infrastructure,".
مـــرگ مـــی آید ، دیگــر تـو به مــن سخت نگیر
زنـدگــی را دو-سه روز از مـــن خـــوشبخت نگیر
زیــــــر آوار به آغــــوش تـــو دل مــــــی بــــندم
این خوشی را دو-سه روز از مــن سرسخت نگیر
**مرگ را می شود از روزنه ی نوری دید**
.
خاطـــراتم همه اینــست...اتاقی که نبود
خانه لــرزید ، منو شــب و چراغی که نبود
مادرم گفت کمک ...خواهرم از خواب پرید
آخرین صحنه همیـن بــود و طاقی که نبود
**دختری مُرد که در خانه عروسک میخواست**
.
شهــر من زیـــر تلـــی خـاک تقلا می کرد
مرگ را تلویـزیون یــکــسره حاشا می کرد
زیــــــر آوار پــــدر مُــرد ، پسـر مُـــرد ولی
کشورم داشت فقـط فیلم تماشا می کرد
**سقف این خانه برای کمرم سنگین ست**
.
خاطـــــرات آمـــدُ در فـکر ، کجاها رفتم ! 
بم فرو ریخــتُ مـــن هم به تماشا رفتم
نــــذر کـــــــردم که بلا دور شود از خاکم
همه مُــــردند ولــــی من به مصــلا رفتم
**مادرم گفت برای تو دعا کافی نیست**
.
شهر لـرزیدُ ستـــون هـا همه بی صبــر شدند
شهر مـــــــا دود شـــدُ مــــردم ما ابــر شدند
لحظه ای بیش نشد...سقف فـــرو ریخـتُ بعد
خـــانه هامان همــه با زلـــزلــــه ای قبر شدند
**سر در شهر فقط فاتحه ای می خوانند**
.
مادرم مُـرد و این مسئله ای نیست که نیست
بین مرگ من و تو فاصله ای نیست که نیست
ســــوژه ای بود که دیــــروز به اتمــــام رسیــد
بنویسیــد دگر زلــزلــــــه ای نیست که نیست
**آخرین زلزله در شهر شما می آید**
.
درد دارم،نگــــذارید کــــه بیهــــوش شـوم
زیـر خاکستـــرمُ آتش خــــامــــوش شــوم
نگذارید فقط ایــن دو-سـه روزی که گذشت
زیــــر آوار بمیــــرم و فـــــرامــــوش شــوم
**دستی از زیر تلی خاک کمک می خواهد**
.
#احمداميرخليلى
#کرمانشاه #تسلیت 
#prayforkermanshah #earthquake #iran"
799,damaged_infrastructure,"میدونم این تسلیت گفتنا کمکی نمیکنه😢، حتی تصور حادثه تلخی که رخ داده هم واسمون سخته😟، فقط میتونم بگم متاسفم و امیدوارم هر کسی میتونه حتما کمک کنه، از مسئولامون هم که بخاری بلند نمیشه، خود مردم باید دست به کار بشن

#زلزله #زمین_لرزه #کرمانشاه #زلزله_کرمانشاه #سر_پل_ذهاب #کمک_به_زلزله_زدگان 
#earthquake #kermanshah #iran"
