case,date,incident_number,incident_type,incident_call_type,cas_event_number,status,address,city,state,zip,county,lat,lng,narrative,units_destroyed,units_major,units_minor,units_affected,num_people_injured,num_people_hospitalized,num_people_deceased,num_adults,num_children,num_families,assistance_given,incident_verified,dispatch_relayed,responders_identified,dat_on_scene,dat_departed_scene
2317,12/30/2015,16-1291,fire,hot,IL1215-FIR-171,closed,2607 Forestwood Dr,McHenry,IL,60051,McHenry,42.291574,-88.210085,"Alerted to a fully involved basement fire via social media. 

DAT responded to a SFH fire. There are three roommates living together in home. All were treated as separate cases. DCA provided to two of the three clients. The third client is also the homeowner. He was out of town at time of fire. See clients tab for additional information.",0,1,0,0,0,0,0,2,0,2,250,12/31/2015 5:48,12/31/2015 5:59,12/31/2015 6:07,12/31/2015 7:00,12/31/2015 7:59
2318,12/31/2015,16-1294,fire,hot,IL1215-FIR-173,closed,5329 S Paulina St,Chicago,IL,60609,Cook,41.7967692,-87.6668284,"Notified of fire around 13:44 for occupied single family home. 

Two story framed, four unit residence. Not livable and boarded up. Roof may be vented. First floor is gutted, second floor sustained smoke and water damage. Coach house in back was impacted due to city cutting off water. 

Dispatch and responder team were able to activate two of the six cases on scene. By 13:24 on 1/1/2016, all cases were opened and cards were activated.",0,5,0,0,0,0,0,10,1,6,3055,12/31/2015 19:52,12/31/2015 19:52,12/31/2015 20:01,12/31/2015 21:01,1/1/2016 0:52
2319,12/31/2015,16-1295,fire,hot,IL0116-FIR-3,closed,811 E Broadway St,Bradley,IL,60915,Kankakee,41.1445098,-87.8521762,"Notified via Twitter around 14:30 of a working fire in an apartment building at 811 E Broadway in Bradley, IL. Red Cross services are needed for six adults living in three apartment units. 

Red Cross provided one night hotel stay for clients (pre paid with hotel) and will dispatch a team of responders morning of 1/1/2016 to complete initial interview and provide emergency assistance.",0,3,0,0,0,0,0,6,0,3,1515,12/31/2015 20:44,12/31/2015 20:58,12/31/2015 21:58,1/1/2016 4:25,1/1/2016 4:25
2320,1/1/2016,16-1302,fire,hot,IL0116-FIR-8,closed,7717 S Maryland Ave,Chicago,IL,60619,Cook,41.754397,-87.603688,"Alerted to fire at this address by IPN.

DAT Team provided assistance to client's of 2 apartments. 4 Adults & 3 Children.",1,1,0,0,0,0,0,4,3,2,1715,1/1/2016 19:09,1/1/2016 19:12,1/1/2016 19:19,NA,1/1/2016 21:44
2321,1/1/2016,16-1304,fire,hot,NA,closed,111 S Morgan St,Chicago,IL,60607,Cook,41.879676,-87.651662,"Alerted to fire by social media.
Appliance fire contained to one person in one apartment unit (302).  Other units in building unaffected.
Minor damage to unit, which will be livable  after repairs.  Management on scene. Client declined services, has insurance and place to stay until repairs are made.  
Responders provided moving forward booklet and Red Cross phone number.",0,0,0,1,0,0,0,1,0,0,NA,1/1/2016 20:34,1/1/2016 20:36,1/1/2016 20:47,NA,1/1/2016 23:19
2322,1/1/2016,16-1307,fire,hot,IL0116-FIR-10,closed,825 N Parkside Ave,Chicago,IL,60651,Cook,41.89561,-87.7666116,"Alerted to Structure Fire of a 2.5 story frame house located at 825 N. Parkside.

OEMC confirmed occupied.

Responders on scene confirmed Fire in 2-story SFH. Second story living space destroyed. First floor water and smoke damage. Windows destroyed. All utilities off. All clothing and food damaged.
Waiting on response from Liberty Mutual Insurance. 

Assistance provided to 2 adults and 2 children.",1,0,0,0,0,0,0,2,2,1,920,1/2/2016 2:37,1/2/2016 2:38,1/2/2016 2:48,1/2/2016 3:41,1/2/2016 5:08
2323,1/2/2016,16-1309,fire,hot,IL 0116-FIR-11,closed,14244 Lincoln Ave,Dolton,IL,60419,Cook,41.635624,-87.603527,"Alerted to a working structure fire via social media. 

DAT responded to a single family house fire and met with impacted family. The family is insured, but coverage will not be in play before Monday, Jan 4.",1,0,0,0,0,0,0,5,1,1,1310,1/2/2016 9:10,1/2/2016 9:43,1/2/2016 9:47,NA,1/2/2016 12:10
2324,1/2/2016,16-1313,fire,hot,NA,closed,1301 S Michigan Ave,Chicago,IL,60605,Cook,41.8656797,-87.6238786,"2nd Floor residential fire at 1301 S Michigan over restaurant.  Two condo units on second floor.  Western unit declined services due minimally affected.  Eastern unit not home, but appears to have not been affected in any way, per fire department on scene.
",0,0,0,1,0,0,0,1,0,0,NA,1/2/2016 17:35,1/2/2016 17:35,1/2/2016 17:45,1/2/2016 18:40,1/2/2016 19:20
2325,1/2/2016,16-1320,fire,hot,IL0116-FIR-13,closed,665 Buffalo Ave,Calumet City,IL,60409,Cook,41.61623,-87.542844,"Notification of Working House Fire 1-story SFH located at
665 Buffalo Ave in Calumet City.

Calumet City Dispatch confirmed house destroyed, residents displaced. 
5 persons  transported from scene to St. Margaret Hospital in Hammond for smoke inhalation.

Major fire damage, house not livable. Bedroom gutted. Heavy smoke damage. Windows destroyed. No utilities. No insurance.

ARC provided assistance for 2 adults and 3 children.
",1,0,0,0,0,0,0,2,3,1,1185,1/2/2016 22:00,1/2/2016 22:03,1/2/2016 22:14,1/2/2016 23:14,1/3/2016 0:49
2326,1/2/2016,16-1321,fire,hot,IL0116-FIR-16,closed,5230 W Congress Pkwy,Chicago,IL,60644,Cook,41.87419,-87.756097,"Initially notified of incident via social media: ""5230 W. Congress, Engine 113 has a fire in a 2 story ordinary constructed building.""

Incident verified by OEMC and dispatched. 

Per later notification from OEMC: ""STILL FIRE @ 5230 W Congress PKWY. one DOA, and seven Displacements. Red Cross en route...BY""

Responders provided assistance (Immediate and Lodging) to two families totaling 10 people (including 1 child). First and second floor units were deemed unlivable.

Media reports:

From the Chicago Tribune: http://www.chicagotribune.com/news/local/breaking/ct-1-dead-after-west-side-fire-20160102-story.html

From the Chicago Sun-Times: 
http://chicago.suntimes.com/news/7/71/1222224/one-dead-four-displaced-austin-house-fire",2,0,0,0,0,0,1,10,1,2,2370,1/3/2016 3:52,1/3/2016 3:54,1/3/2016 4:02,1/3/2016 4:49,1/3/2016 6:31
2327,1/3/2016,16-1324,fire,hot,IL0116-FIR-20,closed,13962 S Grace Ave,Robbins,IL,60472,Cook,41.6386453,-87.7054451,"Tri-State Fire Alert ‏@Fire_Alerts911  15m15 minutes ago
Robbins, Il 13962 S. Grace, heavy fire showing from a 2 story brick rowhouse. Now going to the Full Still.

",0,1,0,0,0,0,0,1,4,1,1185,1/3/2016 7:45,1/3/2016 7:46,1/3/2016 8:01,1/3/2016 8:29,1/3/2016 9:20
2328,1/3/2016,16-1325,fire,hot,IL0116-FIR-21,closed,288 Sunset Dr,Saint Anne,IL,60964,Kankakee,41.124266,-87.729991,"Mr Wells called in for grandmother, Rebecca Wells. Fire occurred around 4 AM. 815-212-6768.",0,1,0,0,0,0,0,2,0,1,420,1/3/2016 13:56,1/3/2016 13:57,1/3/2016 14:04,1/3/2016 14:37,NA
2329,1/3/2016,16-1327,fire,hot,IL0116-FIR-24,closed,7211 S Sangamon St,Chicago,IL,60621,Cook,41.7628488,-87.6477484,"Notified by OEMC of fire at 7211 S. Sangamon with displacements.

2 story building. Fire started on 2nd floor. Major damage, all clothes destroyed, utilities off. 1st floor vacant. 

All clients are from 2nd floor and do not have renters insurance.  Landlord Visions Management company, Client said they had been contacted. Home deemed unlivable by FD.",0,1,0,0,0,0,0,2,5,1,2215,1/3/2016 23:48,1/3/2016 23:51,1/3/2016 23:59,1/4/2016 1:08,1/4/2016 2:40
2330,1/4/2016,16-1329,fire,cold,IL0116-FIR-30,closed,13226 S Corliss Ave,Riverdale,IL,60827,Cook,41.6553125,-87.603001,"Client has called stating the fire happened early on Sunday 3rd January - Red Cross were not involved, need to validate the fire and call the client back

DAT met with client and provided DCA - see clients tab.",1,0,0,0,0,0,0,1,3,1,780,1/4/2016 14:55,1/5/2016 0:23,1/5/2016 0:26,1/5/2016 2:45,1/5/2016 3:25
2331,1/4/2016,16-1331,fire,hot,IL0116-FIR-26,closed,1208 Madison St,Maywood,IL,60153,Cook,41.878513,-87.848118,"received a call from client requesting assistance

DAT met with client and provided DCA - see clients tab. Damage was confined to this unit, no other units affected.",0,0,1,0,0,0,0,2,0,1,250,1/4/2016 15:52,1/4/2016 16:00,1/4/2016 16:12,1/4/2016 17:02,1/4/2016 17:57
2332,1/4/2016,16-1332,fire,cold,IL0116-FIR-29,closed,9126 Kilpatrick Ave,Skokie,IL,60076,Cook,42.0470309,-87.744889,"Alerted to an apartment fire at this address by social media.

DAT responded to this incident. Met clients at a hotel and provided DCA based on FD damage assessment. See clients tab. 

One client unable to meet with DAT. Was advised she would have to come in to Rauner for assistance. See clients tab. 

No other units verified by Skokie FD. Should other clients call for assistance, will need to verify. 

**A client needs a replacement card. Please see timeline and Clients tab**",0,1,2,0,0,0,0,4,2,2,1310,1/4/2016 18:31,1/4/2016 19:09,1/4/2016 19:10,1/5/2016 0:22,1/5/2016 1:45
2333,1/4/2016,16-1333,fire,cold,IL0116-FIR-28,closed,6712 S Lafayette Ave,Chicago,IL,60621,Cook,41.772356,-87.62718,"Alerted to a fire in the area of 67th & Lafayette by social media.

DAT responded to a SHF. The fire was contained to the bedroom, but utilities were turned off in home. DCA provided -see clients tab. 

.",0,0,1,0,0,0,0,1,0,1,405,1/4/2016 19:34,1/4/2016 21:53,1/4/2016 22:34,1/5/2016 1:45,1/5/2016 2:36
2334,1/4/2016,16-1334,fire,cold,NA,closed,7830 S Jeffery Ave,Chicago,IL,60649,Cook,41.752469,-87.576344,"Client called regarding fire at this address on 12/30/15. Fire started in basement and completely contained in basement. Some smell of smoke, couple of broken windows. Apartment's deemed livable. Blankets and Toys provided, no financial assistance given.",0,0,0,2,0,0,0,4,3,2,NA,1/4/2016 20:15,1/4/2016 20:23,1/4/2016 22:34,1/5/2016 0:34,1/5/2016 1:25
2335,1/4/2016,16-1336,fire,hot,IL0116-FIR-31,closed,421 W Jackson St,Morris,IL,60450,Grundy,41.35977,-88.428302,"Alerted to a structure fire via social media. 

DAT met with client and provided DCA - see clients tab.",0,1,0,0,0,0,0,1,1,1,466,1/5/2016 4:54,1/5/2016 4:55,1/5/2016 5:10,1/5/2016 5:15,1/5/2016 7:01
2336,1/5/2016,16-1338,fire,hot,IL0116-FIR-35,closed,6217 S Loomis Blvd,Chicago,IL,60636,Cook,41.780748,-87.659045,Alerted to fire at this address by IPN,1,2,0,0,0,0,0,3,0,3,935,1/5/2016 19:24,1/5/2016 19:25,1/5/2016 19:42,1/5/2016 21:30,1/5/2016 22:55
2337,1/6/2016,16-1347,fire,hot,IL0116-FIR-39,closed,8534 S Marquette Ave,Chicago,IL,60617,Cook,41.7398365,-87.5589906,"Structure fire in 1 1/2 story frame building with exposure. 
2 building affected by fire.
8534 S - Vacant building 
8538 S - exposed building - non livable.

",0,1,0,0,0,0,0,2,3,1,1185,1/6/2016 7:20,1/6/2016 7:23,1/6/2016 7:35,1/6/2016 8:53,1/6/2016 10:04
2338,1/6/2016,16-1348,fire,cold,22431199,closed,1231 S Maple Ave,Freeport,IL,61032,Stephenson,42.2878519,-89.6173264,Call from Inspector Bush of FFD( 815 219 5849 ) advising home is unlivable and 2 adults and 4 children displaced. Fire Department Called Mike Obrian responder to report fire at home yesterday with displaced family.,0,1,0,0,0,0,0,2,4,1,920,1/6/2016 15:55,1/6/2016 16:03,1/6/2016 16:15,1/6/2016 16:58,1/6/2016 17:50
2339,1/6/2016,16-1349,fire,hot,22432871,closed,30023 Waukegan Rd,Lake Bluff,IL,60044,Lake,42.2983568,-87.8894374,Commander Rickabaugh phoned advising that a fire at this address displaced a family of 2 adults and 2 children. Condo is not liveable.,0,0,1,0,0,0,0,2,2,1,780,1/6/2016 16:59,1/6/2016 16:59,1/6/2016 17:28,NA,1/6/2016 20:19
2340,1/6/2016,16-1350,fire,hot,IL0116-FIR-44,closed,406 Grant Dr,Minooka,IL,60447,Grundy,41.4306491,-88.2759549,Minooka Fire Dept. Amber Badge 46 states Fire Chief is requesting assistance to 2 adults and 2 children displaced by a structure fire.  Fire was in Unit H.,0,0,1,0,0,0,0,2,2,1,780,1/7/2016 5:04,1/7/2016 5:05,1/7/2016 5:30,1/7/2016 5:47,1/7/2016 7:21
2341,1/7/2016,16-1351,fire,hot,NA,closed,2932 W 25th St,Chicago,IL,60623,Cook,41.8465787,-87.6990739,"Fire in a 2 story building 5 people displaced.
",0,1,0,0,0,0,0,8,4,1,2340,1/7/2016 11:36,1/7/2016 11:38,1/7/2016 12:05,1/7/2016 12:46,1/7/2016 14:15
2342,1/8/2016,16-1352,fire,hot,IL0116-FIR-47,closed,3612 N Sacramento Ave,Chicago,IL,60618,Cook,41.947139,-87.703279,"Fire on the second floor rear porches and building is occupied.

Provided assistance for second floor client on 1/8/16. First floor resident requested assistance on 1/9/16.

Additional family member Allan from first floor may make appt to come to Rauner to receive assistance. Add this to Robert's case. Unlivable x 1.",0,1,1,0,0,1,0,5,1,2,1030,1/8/2016 11:24,1/8/2016 11:28,1/8/2016 11:40,1/8/2016 13:05,1/8/2016 14:01
2343,1/8/2016,16-1357,fire,hot,NA,closed,1106 W 77th St,Chicago,IL,60620,Cook,41.7542964,-87.651811,Notified via IPN  Still Alarm Fire 1106 W 77th St,0,1,0,0,0,0,0,0,0,0,NA,1/9/2016 5:39,1/9/2016 5:40,1/9/2016 5:56,1/9/2016 7:31,1/9/2016 7:45
2344,1/9/2016,16-1358,fire,hot,NA,closed,448 E 91st Pl,Chicago,IL,60619,Cook,41.7285132,-87.6123611,"Tri-State Fire Alert 448 E. 91st Street a working fire in a 2 story brick house
",0,0,1,0,0,0,0,4,0,1,NA,1/9/2016 6:30,1/9/2016 6:32,1/9/2016 6:52,1/9/2016 7:57,1/9/2016 8:40
2345,1/9/2016,16-1359,fire,hot,IL0116-FIR-53,closed,5555 S Whipple St,Chicago,IL,60629,Cook,41.79197,-87.699495,"Chicago, IL (Cook County)| Still Alarm Fire| 5555 S Whipple St| CFD o/s of a fire in the rear of a 1 story brick bungalow| 05:49",1,0,0,0,0,0,0,7,1,1,1575,1/9/2016 14:22,1/9/2016 14:23,1/9/2016 14:40,1/9/2016 15:48,1/9/2016 17:36
2346,1/9/2016,16-1360,fire,hot,IL0116-FIR-54,closed,6405 S Parnell Ave,Chicago,IL,60621,Cook,41.7777677,-87.6384606,"6405 S. Parnell a Working Fire Response for companies of the 19th Battalion.

DAT met with clients and provided DCA - see clients tab for details.",0,2,0,0,0,0,0,5,7,2,2090,1/9/2016 15:37,1/9/2016 15:38,1/9/2016 16:06,1/9/2016 16:48,1/9/2016 17:54
2347,1/9/2016,16-1361,fire,hot,IL0116-FIR-55,closed,8119 S Paulina St,Chicago,IL,60620,Cook,41.7460918,-87.6657368,"2 story brick apartment building, fire started in 2nd floor front apartment.  Assisted two families.  Two rear units unaffected, see clients tabs. 

 Chicago, IL (Cook County)| Still Alarm Fire| 8119 S Paulina St| Fire in a 2 story apartment building, 1 LSO & searches are negative| 10:24",0,1,1,2,0,0,0,3,0,2,935,1/9/2016 16:27,1/9/2016 16:30,1/9/2016 16:37,NA,1/9/2016 18:25
2348,1/9/2016,16-1368,fire,hot,IL0116-FIR-56,closed,1237 S Kedvale Ave,Chicago,IL,60623,Cook,41.8650336,-87.728557,"Notified of working residential fire at
1237 S Kedvale Avenue, with persons displaced. 

SFH divided into separate living areas. 
Clients living in 2-bedroom basement apartment. 
(1st Floor appears unoccupied.) 
(2nd Floor/Attic Apartment occupied, but unaffected.)

Fire started in daughter's bedroom -- destroyed, clothing and bedding lost. 
Second bedroom affected -- smoke damage to clothing and bedding, bedding covered in glass. 
Windows destroyed. Water and smoke damage to entire apartment. Not livable. 

ARC responded. Provided assistance to 2 adults and 1 child. 

Catholic Charities [312-746-7214] requested notification if family needs further shelter or assistance.

**
HOH believes may be able to stay with sister, but unable to connect with her while responders were on scene.

",0,1,0,0,0,0,0,2,1,1,655,1/10/2016 2:41,1/10/2016 2:41,1/10/2016 3:16,1/10/2016 3:41,1/10/2016 4:55
2349,1/10/2016,16-1372,fire,hot,IL0116-FIR-64,closed,541 Walnut Ln,Elk Grove Village,IL,60007,Cook,41.994983,-87.983333,RM911: Fire reported at 8:50 AM. 1 story home with attached garage.,0,1,0,0,2,0,0,5,3,2,1280,1/10/2016 15:02,1/10/2016 17:27,1/10/2016 17:56,1/10/2016 18:35,1/10/2016 20:31
2350,1/10/2016,16-1373,fire,hot,NA,closed,42 N Waterford Dr,Schaumburg,IL,60194,Cook,42.030771,-88.061772,"Alerted of  townhouse fire at 42 N Waterford in Schaumburg via radioman. Minor fire damage, unit deemed unlivable. One family of 5 affected. Red Cross provided immediate assistance and lodging assistance.",0,0,1,0,0,0,0,1,4,1,1185,1/10/2016 16:02,1/10/2016 16:05,1/10/2016 16:17,1/10/2016 17:24,1/10/2016 18:50
2351,1/10/2016,16-1375,fire,hot,IL0116-FIR-67,closed,7835 S Paulina St,Chicago,IL,60620,Cook,41.751112,-87.665525,"alerted via social media WORKING FIRE | 7833 S PAULINA ST | ENGINE 129 HAS A FIRE ON THE SECOND FLOOR |

No info on how fire started. Older woman lives upstairs by herself at 7835 S Paulina, fire started in her bedroom of unknown cause. Her Apartment completely destroyed, lower floors have water and smoke damage. Utilities off in that building. Fire also transferred to 7837 S Paulina causing damage there, but all utilities remain on.",0,0,4,0,0,1,0,9,2,4,2345,1/10/2016 21:20,1/10/2016 21:26,1/10/2016 21:39,1/10/2016 22:46,1/11/2016 2:15
2352,1/11/2016,16-1381,fire,hot,IL0116-FIR-71,closed,4932 W Schubert Ave,Chicago,IL,60639,Cook,41.929941,-87.750349,2 Story occupied apartment building.,0,1,0,0,0,0,0,3,0,1,1185,1/11/2016 9:07,1/11/2016 9:16,1/11/2016 9:20,1/11/2016 10:04,1/11/2016 11:45
2353,1/11/2016,16-1382,fire,hot,IL0116-FIR-73,closed,1702 W Estes Ave,Chicago,IL,60626,Cook,42.0116664,-87.6724903,"Notified of a 4 story apartment fire via IPN at 6:07am on 1/11/16. Five addresses are affected: 1704 W Estes Ave, 1706 W Estes Ave, 1702 W Estes Ave, 7108 N Paulina, and 7106 N Paulina.

NOT LIVABLE: 1704 W Estes and 1702 W Estes. These are adjoining buildings. The third floor is destroyed and there is major smoke and water damage to the lower floors. The front stairs to the third floor have collapsed and ceilings have caved in.

LIVABLE: 1706 W Estes, 7108 N Paulina, and 7106 N Paulina. The addresses are livable because their utilities have been turned back on. 

Alma Sejdic is the property manager for 1702 W Estes (847-502-5620)

Several clients have caseworkers with the organization RefugeeOne and need translators.

**Personal belongings were left on the warming bus. If someone calls in to ask where they might be, they can call the North Park CTA Garage at 773-539-4640.**

Units not serviced:

1706 W Estes: 
#1 - Livable
#2 - Livable

7108 N Paulina:
#1 - Livable
#3 - Livable

FOR ADDITIONAL CLIENT NOTES: See 'Attachments' tab.


https://www.dnainfo.com/chicago/20160111/rogers-park/at-least-7-firefighters-hurt-early-morning-rogers-park-fire-reports
https://www.dnainfo.com/chicago/20160112/rogers-park/rogers-park-apartment-fire-being-investigated-by-cpd-as-criminal-reports
https://www.dnainfo.com/chicago/20160118/rogers-park/rogers-park-apartment-fire-victims-still-need-help-heres-what-you-can-do",2,5,0,9,0,0,0,32,15,13,6459,1/11/2016 12:07,1/11/2016 12:09,1/11/2016 12:57,1/11/2016 13:53,1/11/2016 23:17
